Engine_RPM,Lub_Oil_Pressure,Fuel_Pressure,Coolant_Pressure,Lub_Oil_Temp,Coolant_Temp,temp_pressure_ratio,Engine_Condition
487,4.229861295,6.63387838,1.853506328,76.59281214,70.92247256,41.323177406936054,1
741,4.300235308,7.654136682,2.954642298,77.06789249,85.78948993,26.08365366545847,0
519,1.722482168,10.15416332,3.25230871,81.76962792,68.83172548,25.142017584789,1
593,3.248104458,6.798222017,1.122142192,76.9220741,77.57305385,68.54924990713663,1
727,2.307286568,5.001186547,1.891882235,74.7020074,81.49782095,39.48552744588384,0
836,2.68765945,6.383640274,2.698198941,76.61330221,74.43602721,28.39422722009466,0
856,1.842925797,5.728092813,1.825221275,77.90811098,91.13586415,42.68417718055737,1
626,3.451043612,8.195051363,1.909002283,76.65477727,71.77539963,40.15434543912201,1
590,2.968998203,4.565265545,1.635487662,83.15548816,80.14906001,50.844429614272684,1
758,4.450048868,12.7831553,1.549088727,80.17804042,71.07344719,51.758164180247,0
1248,4.925602877,5.320814232,1.374549297,76.61478893,84.4706665,55.73807600726888,0
644,5.346412382,6.31287939,4.356000396,75.12537085,71.32422019,17.246406513777895,1
813,4.126410917,10.54702839,1.94439978,74.87392072,73.7879134,38.50745252221098,0
862,3.948128094,7.327890941,2.457800739,77.05568503,80.76175232,31.351464931972693,0
493,2.915293964,1.59471579,2.176932482,76.32006711,73.71399939,35.05852050191398,1
603,3.787682469,4.730205774,1.60781964,77.13917329,69.01408545,47.97747421005866,1
551,1.788953112,7.612074416,2.755008067,75.24906866,89.79301861,27.313546645398393,1
696,4.231923678,6.737345307,2.967696654,75.06877348,84.23301748,25.295290232419344,0
794,2.332406085,4.745694241,2.491106162,77.45579367,94.73203425,31.092919185304805,1
549,3.408672812,14.68113698,1.536127062,77.60375824,71.28667124,50.519068142640315,1
642,3.958400328,6.737428768,1.969272644,77.92503429,66.41588797,39.570444934061186,1
546,2.984033385,5.578544357,2.05984801,77.56193558,78.08920009,37.654184944361525,1
855,4.610538333,5.692692787,1.633387968,76.97351189,79.33128925,47.12503475779567,1
736,4.819009267,10.29128001,2.307268338,79.79901927,69.88218506,34.58591416083734,1
889,2.30516024,2.150062121,2.055734624,78.70583218,75.95981848,38.28596987916964,1
739,3.135844815,6.194140531,1.142840073,84.29567568,65.98435747,73.75975336511205,1
765,3.633105952,5.566320141,3.323499052,74.71212309,80.20422051,22.47995243599894,1
833,4.494979986,7.078353563,2.78058635,79.51251861,78.95438541,28.59558381073696,1
1342,2.142516468,6.777507652,1.336905055,81.33455351,87.8416057,60.83789747664807,1
915,2.481204652,6.746974061,5.507099098,76.87566653,79.93969789,13.959373383810245,1
801,3.510666108,6.683154238,1.212465864,74.2968826,77.52947749,61.27745409461352,1
544,2.04929961,4.292368074,4.914337108,75.71054384,94.07309357,15.406051064486507,1
798,3.545655486,7.221073454,2.100916105,76.643485,66.01592798,36.48096577327833,1
764,2.443558885,7.433039328,4.2989779,76.23907203,78.87922922,17.734228011679704,0
1027,2.235030907,14.61635051,2.4183949,77.01883421,77.06322455,31.847074422347468,1
676,5.396583109,5.527417778,2.284369849,75.40121909,73.00003562,33.00743358855566,1
1283,2.784870235,6.580813056,1.814972303,76.91021138,81.99969507,42.37539541373629,1
796,1.904547756,6.524388987,3.238468986,76.86329283,82.05747033,23.73444656343343,1
902,4.2009472,14.52838261,2.169703537,76.16990242,78.11653602,35.10611750174903,0
1156,3.002386237,6.650123068,2.000330858,76.45715846,80.62950715,38.22223705242813,0
416,3.995467728,6.513173146,3.426233277,77.53275045,82.49542872,22.629144472247653,1
611,2.388089657,2.975794248,2.558657127,75.75400591,83.39240361,29.606927596388495,1
660,2.114298806,6.695009202,1.293180959,77.33338956,71.29668676,59.80085711975201,1
657,3.865303535,4.411796779,3.265669075,73.57113345,81.37116357,22.528648565333103,1
501,3.645012136,7.776917089,2.020447003,76.71415126,84.77350228,37.96888172627721,0
624,3.178165277,11.27041156,2.122123792,73.48356519,70.71351731,34.62735342757354,1
856,4.994215625,5.937480583,3.850368406,85.17608201,80.52884875,22.121535112259824,0
944,2.61240333,5.38643753,1.314306225,75.32959054,83.92176978,57.31505473539492,1
549,3.415281527,4.921314406,2.197243695,77.26708167,84.90166732,35.16544235870825,1
1089,2.997760567,9.777195734,1.479159249,76.01802321,72.29080691,51.39268937317149,0
471,3.072251828,4.606229813,2.563864584,77.18172668,88.8990133,30.10365565248759,1
811,2.307386884,4.044584026,1.439092205,77.75691201,78.7091349,54.03188045071758,0
795,3.311253914,2.619286988,1.77147383,84.4581036,72.9353011,47.67671669373931,0
373,3.62185889,8.260024321,2.389886767,73.14160802,78.96852221,30.604620447015325,1
444,3.124468119,9.315983652,2.802286271,79.79577997,84.93104226,28.475231927783323,1
786,5.631387731,6.311522001,2.657310477,77.15751457,82.01268972,29.035931706849738,1
954,4.026268259,3.930679017,2.198983644,75.55837361,81.49932721,34.36057355660188,0
1345,4.964371265,7.929235025,1.116680503,77.67504798,77.83689516,69.55882028252778,0
792,2.794996634,8.309182199,0.734840345,78.09474032,84.4311122,106.27428743819524,0
809,2.727917608,6.786472619,3.205535998,81.27112747,82.55530331,25.35335811775272,1
532,4.840679718,6.548381141,1.650975086,76.00794732,80.137787,46.038187932905046,0
469,2.270931454,4.807240695,2.214452152,78.07679133,70.33767145,35.25782031536064,0
936,3.066862485,6.491765277,1.817630406,75.9167589,81.89015105,41.76686133910255,1
812,3.848064123,5.217854164,1.763828512,81.13501087,69.21254993,45.99934989068264,0
980,1.90622725,4.292200308,2.613538,76.30970403,83.86613705,29.197844007684598,1
467,2.09509618,3.006468767,2.223192952,77.89507234,76.68925021,35.037461427926736,0
718,2.191966788,6.995041887,5.062812806,76.76250123,75.89905203,15.162023367129926,1
417,1.720048315,5.106032941,4.465674413,75.46214905,85.02713238,16.898261085058397,1
708,3.220026055,8.371826502,2.931057427,77.4291513,75.51225193,26.416788756834972,1
581,2.532502622,5.211893945,1.020389138,84.03211401,74.97293084,82.35292647448146,0
605,5.23891699,13.65354031,1.793201602,76.41119656,80.66162275,42.611580239052095,1
464,2.450672763,6.57370343,1.083537132,79.16851893,85.61560753,73.06482032512355,1
504,2.237784081,1.030726394,5.350525442,77.0399113,82.8267776,14.398566596225036,1
921,5.411275017,6.562341436,2.850949083,82.85898952,86.49070566,29.063640929415733,0
905,4.240201822,6.142632263,1.111661216,85.56823122,88.37398831,76.97322980706579,0
820,3.154229525,5.140304329,2.763077258,77.4512842,76.1820537,28.03079644080063,1
768,3.930075806,8.669401284,1.477826486,76.45760825,74.76368522,51.73649087888192,1
539,3.333235308,8.204547047,2.23195396,77.46049895,86.44171825,34.70522494324886,1
833,2.168215301,10.16360856,1.516405007,77.25244776,79.42518405,50.944435331559596,1
691,2.311403957,4.906982804,2.829133069,76.42697788,81.456789,27.014265148280604,1
418,2.538428379,2.945069073,2.603207655,78.01496098,76.49333619,29.968769821872,0
439,4.177911598,4.912298773,1.917230229,76.60795562,85.64628029,39.95759846868215,1
742,2.18068562,5.744496404,1.386229062,74.72010016,90.05889851,53.901659045105895,1
537,2.413712609,11.49876663,2.79125803,74.64880161,79.81762907,26.743774335411647,1
610,4.667713924,5.931002321,5.436132697,77.48058409,80.98166672,14.252884202012664,1
608,4.93590863,7.152213873,2.638995095,75.03344524,73.08025744,28.43257153057667,1
741,1.925191509,3.177823865,2.733680247,74.2120113,82.65595091,27.147280386636822,1
820,5.399930371,7.432878064,1.317120242,77.88854158,73.1975367,59.13543802674469,1
977,4.098962814,6.885957714,1.550109645,76.24063984,70.13018402,49.18399862998167,0
840,3.179180892,1.635770229,2.098030444,77.32508907,82.09895957,36.856020099763576,0
681,2.034453771,4.549622509,4.433294097,74.65812287,74.71529509,16.84032333433454,1
769,3.537460581,10.65532883,3.002971767,78.00549826,83.02073397,25.976092463178833,0
595,1.440847412,5.794000374,6.222426352,74.49857175,71.46189521,11.972590041739068,1
546,3.818995585,6.732235608,4.742809975,77.97930348,77.41683623,16.441579453838553,0
1056,4.573404287,14.11764982,3.071984012,79.36079428,69.29324083,25.83371792830869,0
845,2.97711104,7.607970874,1.843175629,76.93210567,84.4205799,41.738867810915586,0
665,2.297892537,8.382452408,1.903252233,85.73432119,82.73091949,45.04619758604661,0
722,2.148746885,4.905491755,1.779630631,74.49055618,68.09609787,41.85728938642359,1
1314,1.992918826,3.70736596,1.074703686,73.97164153,86.70566349,68.82973759546816,0
1014,3.478936922,8.535092946,2.94180116,75.4384286,66.83711453,25.643610445917954,1
532,2.45786907,6.207610308,1.901752301,83.91281061,82.84445991,44.12392005097406,1
749,3.231946099,3.83349485,3.501595074,75.2514914,76.53390719,21.490625934486356,1
858,3.361348562,11.19818005,4.392487413,74.66565767,82.30176467,16.998487110181024,0
866,4.783092288,4.94491576,1.226873425,76.10690521,81.97217931,62.03316627942587,1
908,3.033810183,4.897281715,2.225713178,81.6329511,77.37121538,36.67719418193867,1
1144,3.083325881,9.878315094,2.603862045,74.69718166,80.83447541,28.687062402700214,1
568,3.50519801,5.56791313,1.369138139,76.63716087,79.85254502,55.97470606674404,1
1238,4.142548251,6.979877288,4.695593272,81.4003993,87.53133768,17.335483984507256,0
577,2.984376655,11.93512225,1.647501506,75.10168183,72.75254501,45.585170011267955,1
887,3.307588243,9.062877545,3.330726218,77.35288294,81.34195555,23.224022226127556,0
494,5.315852325,5.116881758,1.666291377,75.74587639,74.65671073,45.45773445016487,1
671,2.598829742,9.275036986,2.707484678,76.2103498,70.65666841,28.148015858128574,1
917,2.432348959,4.868579917,1.574144265,78.05005149,83.83263498,49.582496117345315,1
1583,1.964509192,6.0831389,2.781231617,82.01243363,82.43852034,29.4878008868109,0
638,2.493625474,6.092348857,1.079685975,78.29450769,79.16005023,72.51593239790635,0
719,4.749266671,2.876056599,4.235382906,78.72364392,72.88850813,18.587132988930993,0
782,2.813561872,4.541866916,2.901841906,78.55301616,72.34577839,27.070044349258097,1
753,4.513767104,6.880919061,1.232327356,76.5107149,70.86739559,62.08630559175415,1
517,2.350179336,7.401683881,3.135261942,77.70121941,83.51496809,24.782999336072905,1
760,3.986415358,4.658431468,2.964670728,83.19692977,74.54484462,28.062779762171356,1
737,3.502415034,7.666262393,3.193960687,80.91792263,85.21570758,25.334656630150118,0
822,1.038575294,6.969479851,0.49119892,74.48898421,70.45964033,151.64697952312372,1
982,4.144363653,5.381298845,2.892723631,75.81872541,82.72023851,26.21014271371895,1
949,2.833090344,7.489267356,1.096266707,79.17794136,70.75542877,72.22500567555258,0
1424,3.667731736,5.026408563,2.487868926,76.61569292,79.27508968,30.795698810179676,0
713,2.104135342,5.431962452,1.070529815,81.14894391,74.12873411,75.80252971045958,0
1606,2.104721258,4.404406842,2.056571294,78.49306767,71.11678158,38.16693821024509,1
933,4.342108468,5.474671541,5.331663593,74.48068783,78.93130749,13.969499868350026,1
448,1.809978128,4.913191506,2.723443935,80.99242869,70.57197972,29.738963196625082,1
624,2.008730969,8.283473675,1.912221861,81.95623682,77.04619423,42.859144972851574,1
958,2.262660282,9.312763623,2.041327041,75.95947083,81.10543545,37.2108104647351,0
613,2.306297327,5.756438251,1.761584715,74.93202155,78.07323024,42.53668777621758,1
338,4.356815974,6.638450727,1.495670178,75.50038673,78.77369189,50.479268331531635,1
1177,4.624867717,8.014737362,1.231978117,84.49520739,80.29744392,68.58493478018914,0
524,3.479533044,8.171632771,1.195479727,75.63617459,66.53563772,63.268418203449635,1
825,4.278824585,4.190734877,5.986444962,75.34065363,85.01271451,12.585205664301961,1
518,4.658404911,4.454481594,6.463757373,76.74165723,81.16464753,11.872606121936792,1
1453,3.835135061,9.4991445,3.039454405,76.53431103,83.2778883,25.180271078857956,0
1168,4.017212357,6.324644277,1.942135091,76.20177469,83.84473497,39.23606334444047,1
731,3.222206696,4.110024452,3.059428036,75.7234263,75.38982379,24.750835992261923,1
967,3.627290789,2.249950155,1.337988885,79.68801954,76.55198872,59.55801342997448,1
567,2.903015849,0.940332701,1.918313637,78.33540443,85.11890207,40.83553496339193,0
509,4.875057985,4.888984715,1.928559236,84.31452348,77.33970715,43.71889552948348,1
1289,2.710884407,5.906033129,1.420032462,84.59447735,83.72353086,59.57217179294893,1
764,4.224296169,9.767676094,1.662009836,82.64576009,75.88904716,49.726366579477585,0
605,2.227690416,6.142398654,1.982875561,76.78404568,68.88661504,38.72356312552126,0
752,4.243405773,3.028921874,2.682482034,74.32745219,83.65438671,27.70845192603742,0
900,3.159313416,13.18324961,2.389754309,75.90081434,78.99872376,31.76091462341427,1
812,5.295481735,6.649052591,5.859924294,76.90331573,79.77768526,13.123600024174642,0
944,2.766003817,5.495653158,1.468104703,84.32029505,79.136358,57.43475750941892,0
851,3.078456715,12.74429434,2.522439676,78.78679162,81.43890933,31.234348688404992,1
608,2.846947173,3.955582668,1.722028526,79.56721145,87.10975875,46.20548617120518,1
1075,1.801343014,3.093505823,4.208282987,76.16765074,76.71273451,18.09945597190991,0
616,2.326031225,4.564770127,1.575948791,77.0797788,80.72399197,48.910047287160054,0
915,2.969479189,5.967934465,1.753222625,80.15961715,82.90671298,45.721273662394324,1
719,2.363266294,10.2837474,2.760560994,76.58897321,72.01574471,27.74397871754515,1
535,2.982454954,7.007647828,1.12354332,78.36443798,72.03022879,69.7475271647495,0
778,2.342828329,5.566512674,2.277635471,83.61483008,76.85923919,36.71122725010141,0
1323,2.480524813,4.058208976,0.833757909,77.92160365,72.52936603,93.45819613904717,1
742,5.462015957,8.51272173,1.555878212,76.68172542,85.92711165,49.28514040715906,1
511,5.546694119,11.62297759,1.943826298,73.62765187,86.16287484,37.87767151215303,1
572,4.429403877,7.447112704,1.307446468,76.93653069,78.23200239,58.844835125719946,1
559,2.597033384,4.848940685,2.900292807,77.19555301,71.20038904,26.616459623395663,1
643,2.097647382,9.987588705,2.690659987,78.9568453,85.82661975,29.344776499708466,1
586,2.423695442,17.39891425,3.177666595,77.52835276,74.22806061,24.397880030620385,0
1180,2.659929089,6.628908385,1.491820204,78.1328431,84.46596902,52.37413363645957,1
1093,2.006510045,8.468616484,3.9666474,85.43396664,75.51732085,21.538073966928856,0
949,3.981535021,6.794896623,1.133164765,77.62448975,73.66457152,68.50232520923362,1
551,4.5737495,6.821137981,0.335682199,81.79909294,82.01753869,243.67943699201936,1
616,4.428794968,5.175949281,1.534142949,77.36287654,87.28599213,50.42739085235606,0
634,2.870265538,5.199727244,1.207352356,80.34292324,78.14670449,66.54466386392355,1
762,2.210466686,6.995590199,2.025783319,75.14530765,82.02414922,37.094426561211826,0
1439,2.700082034,13.06191102,1.74551725,76.65327638,70.70437878,43.91433683377415,1
930,4.553205695,7.887266507,3.226208637,74.78196937,75.85370639,23.179513355969803,1
1415,2.944337326,7.849895641,2.515560024,78.17219546,75.03457709,31.075451843222705,0
1405,2.289409289,4.697287873,1.950378884,76.73088917,88.95487804,39.34150972303609,0
815,3.843436056,7.018121877,4.229605863,76.25157705,72.78700963,18.02805308385466,1
1238,2.762627251,7.573482009,2.26187359,75.28925396,72.02812356,33.286219445084264,0
687,3.263550177,5.656008949,1.905722752,83.1409478,81.99542683,43.62696729405092,1
1211,5.477029209,6.384296971,1.085310547,76.06543885,71.23394694,70.08627067523499,0
1026,3.085023933,10.03840654,2.537009693,77.51977783,73.60157079,30.555558178721476,1
523,5.020355062,5.812090046,3.037611913,80.07735077,80.96196447,26.36193388146819,0
670,3.508691594,6.83311187,2.382914254,87.52596198,74.86379725,36.730623060588286,1
522,4.947887017,6.417194324,2.738703368,77.31910325,75.37394624,28.23200055961644,0
859,2.193878565,6.031276378,1.303366159,78.41384221,83.01253723,60.16251189738624,0
715,3.343826629,7.749627881,1.34426068,76.59409007,69.50735758,56.97855648909072,1
1085,2.654378563,4.505084212,1.399595923,75.4126551,81.25884971,53.881695408671604,0
486,4.38045827,8.671514842,3.404674193,77.363919,78.47983344,22.722848616825456,1
738,3.913728951,8.882785598,1.54375595,75.60177373,75.55104792,48.972588418144454,1
764,2.425454735,10.38884735,1.906345085,84.89775063,72.65488327,44.534280159313255,1
825,3.04193235,3.959586993,3.297622853,77.35573386,78.88213589,23.458022293727023,0
1343,2.347640094,8.411802048,2.373078331,83.07864102,84.96678674,35.00879213548719,0
713,5.111554782,8.196537283,1.679138384,76.55262884,89.82654733,45.590395633290676,1
468,3.50525554,4.565857704,0.964297355,74.40842832,81.35524043,77.1632845106326,1
768,2.564885975,6.794118586,2.530506796,74.28420098,74.33866566,29.355452331512986,1
511,4.29617184,4.669317531,1.612000523,76.73266927,76.94881584,47.600866485037436,0
745,2.866568306,7.980277005,3.455314937,74.90073594,76.58189306,21.676957275585885,0
875,3.225739529,6.217433168,2.223078876,78.04956124,73.71248725,35.10875253858849,0
982,3.001012099,6.647766539,1.546072318,77.42703909,81.56059472,50.07979776157032,0
742,2.17781017,5.657581504,0.960415882,83.63950439,72.81110749,87.08666617336698,1
760,3.628139512,3.795526365,1.558528461,74.02859479,81.32915251,47.4990025164497,0
1264,3.66135158,8.157742322,2.235611371,75.14823573,73.3226219,33.61416169672823,1
843,3.608553123,3.41631064,4.026531858,72.68457956,88.52604697,18.051406041698815,1
603,3.9634518,6.339433766,1.36670298,80.30379465,73.47857286,58.75726991736719,1
634,2.558161298,5.412969718,1.47413033,75.78857796,79.28784156,51.412364975649766,0
1221,4.701245903,17.7111263,1.686513385,85.25213769,92.65089029,50.54930953939062,1
889,4.113003099,8.403181169,2.096612208,76.83409924,77.23198192,36.64676867761104,1
792,2.641496206,6.095325323,1.702074555,81.18744222,82.33405955,47.69908244173097,1
770,3.332817155,3.484321454,3.122370552,79.84168894,80.77740263,25.57084818712824,1
1218,2.667088743,4.415281189,2.622454422,76.56459308,79.82205932,29.195765326530683,0
676,5.590796867,5.415023133,1.854310979,76.54818562,67.05913373,41.28117948161084,1
507,1.760215003,6.054984455,2.900690465,84.38712052,79.2271272,29.092070472927738,1
1094,3.310763379,6.015329752,1.104949617,76.06462805,67.4870418,68.83984395295379,1
893,2.225755338,6.132337759,2.324529514,74.88975624,73.08507892,32.2171534376339,1
401,1.649616776,6.852482347,3.404350224,75.73533181,89.40331541,22.246626986099717,1
731,3.116680743,4.542020082,1.495040689,75.07258277,71.54535511,50.21437416920084,0
868,4.230573229,4.466817724,4.045957203,83.19887137,91.35278749,20.56345300559695,1
648,2.702603595,11.79928018,2.281805337,77.25377729,81.60701162,33.856412806517675,0
527,2.330415642,6.906764002,2.383137548,76.98556813,87.2818131,32.304277145199364,1
765,3.443691432,6.039631861,1.625242975,76.08407042,73.80546722,46.813937839701886,1
669,3.211393851,3.592181146,2.464180062,76.51757408,71.4902961,31.05192847229178,1
496,4.70624017,5.249898286,3.803385471,75.03360653,70.54209474,19.728104704088064,0
870,4.615583839,6.445005831,1.687116555,77.43996357,74.3871941,45.90075145652788,1
518,3.240303915,4.821230739,1.722681645,76.23873813,87.00941049,44.25582294642552,1
550,4.494054601,4.076239155,1.632129381,78.14615535,78.65715745,47.879848484972236,1
926,2.651224898,5.953540657,2.798648407,74.85633435,78.65418113,26.74730681262499,1
